04,05,06,12,14,23,16
03,05,23,24,27,32,03
05,07,08,24,25,27,16
09,14,17,18,26,32,07
07,21,24,25,27,28,15
03,04,05,08,10,11,08
08,13,14,16,23,25,14
01,07,14,20,27,30,10
04,11,25,27,29,30,13
11,17,20,22,28,32,01
02,06,13,14,23,27,07
02,07,15,26,29,32,10
06,13,16,20,28,32,07
01,11,14,17,27,28,15
08,13,15,26,29,31,16
01,05,11,13,14,27,12
02,07,15,17,22,30,14
01,10,20,22,26,31,02
02,07,11,12,14,32,08
14,15,18,25,26,30,01
